artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=18192),3fce1055f30d,D:\2P_Data\Aaron\slavv2python\workspace\runs\oracle_180709_E\crop_M_exact,edges,failed
