artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1357),measure2_quirk_restored,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_quirk_restored,edges,failed
