artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1663),revert_to_baseline_trial,D:\2P_Data\Aaron\slavv2python\workspace\runs\revert_to_baseline_trial,edges,failed
