artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1663),0f9f3c330707,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_experiment_evaluation,edges,failed
