metric_name,metric_value,origin_index 
frontier_per_origin_candidate_counts,2,42034
frontier_per_origin_candidate_counts,2,42035
frontier_per_origin_candidate_counts,1,42040
frontier_per_origin_candidate_counts,2,42043
frontier_per_origin_candidate_counts,1,42047
frontier_per_origin_candidate_counts,1,42052
frontier_per_origin_candidate_counts,2,42062
frontier_per_origin_candidate_counts,1,42063
frontier_per_origin_candidate_counts,2,42069
frontier_per_origin_candidate_counts,2,42071
frontier_per_origin_candidate_counts,2,42072
frontier_per_origin_candidate_counts,1,42080
frontier_per_origin_candidate_counts,2,42081
frontier_per_origin_candidate_counts,2,42083
frontier_per_origin_candidate_counts,1,42084
frontier_per_origin_candidate_counts,1,42085
frontier_per_origin_candidate_counts,3,42093
frontier_per_origin_candidate_counts,3,42095
frontier_per_origin_candidate_counts,2,42096
frontier_per_origin_candidate_counts,3,42105
frontier_per_origin_candidate_counts,2,42107
frontier_per_origin_candidate_counts,1,42117
frontier_per_origin_candidate_counts,2,42118
frontier_per_origin_candidate_counts,2,42120
frontier_per_origin_candidate_counts,1,42124
frontier_per_origin_candidate_counts,2,42126
frontier_per_origin_candidate_counts,2,42133
frontier_per_origin_candidate_counts,2,42134
frontier_per_origin_candidate_counts,1,42135
frontier_per_origin_candidate_counts,1,42138
frontier_per_origin_candidate_counts,3,42144
frontier_per_origin_candidate_counts,2,42146
frontier_per_origin_candidate_counts,1,42149
frontier_per_origin_candidate_counts,1,4215
frontier_per_origin_candidate_counts,2,42153
frontier_per_origin_candidate_counts,1,42154
frontier_per_origin_candidate_counts,2,42157
frontier_per_origin_candidate_counts,1,4216
frontier_per_origin_candidate_counts,2,42176
frontier_per_origin_candidate_counts,2,42177
frontier_per_origin_candidate_counts,2,42178
frontier_per_origin_candidate_counts,2,42179
frontier_per_origin_candidate_counts,1,4218
frontier_per_origin_candidate_counts,2,42180
frontier_per_origin_candidate_counts,4,42181
frontier_per_origin_candidate_counts,2,42182
frontier_per_origin_candidate_counts,2,42184
frontier_per_origin_candidate_counts,2,42188
frontier_per_origin_candidate_counts,1,42191
frontier_per_origin_candidate_counts,2,42194
frontier_per_origin_candidate_counts,2,42195
frontier_per_origin_candidate_counts,2,42198
frontier_per_origin_candidate_counts,2,42200
frontier_per_origin_candidate_counts,2,42203
frontier_per_origin_candidate_counts,1,42206
frontier_per_origin_candidate_counts,2,42209
frontier_per_origin_candidate_counts,1,42212
frontier_per_origin_candidate_counts,2,42216
frontier_per_origin_candidate_counts,2,42218
frontier_per_origin_candidate_counts,2,42219
frontier_per_origin_candidate_counts,2,42220
frontier_per_origin_candidate_counts,2,42226
frontier_per_origin_candidate_counts,2,42229
frontier_per_origin_candidate_counts,2,42231
frontier_per_origin_candidate_counts,2,42232
frontier_per_origin_candidate_counts,2,42235
frontier_per_origin_candidate_counts,2,42236
frontier_per_origin_candidate_counts,2,42239
frontier_per_origin_candidate_counts,1,42241
frontier_per_origin_candidate_counts,2,42242
frontier_per_origin_candidate_counts,2,42246
frontier_per_origin_candidate_counts,2,42247
frontier_per_origin_candidate_counts,3,42255
frontier_per_origin_candidate_counts,2,42256
frontier_per_origin_candidate_counts,1,42257
frontier_per_origin_candidate_counts,2,42263
frontier_per_origin_candidate_counts,2,42267
frontier_per_origin_candidate_counts,2,42268
frontier_per_origin_candidate_counts,1,42269
frontier_per_origin_candidate_counts,2,42273
frontier_per_origin_candidate_counts,2,42277
frontier_per_origin_candidate_counts,2,42278
frontier_per_origin_candidate_counts,2,42281
frontier_per_origin_candidate_counts,2,42282
frontier_per_origin_candidate_counts,2,42284
frontier_per_origin_candidate_counts,2,42287
frontier_per_origin_candidate_counts,2,42291
frontier_per_origin_candidate_counts,1,42295
frontier_per_origin_candidate_counts,2,42297
frontier_per_origin_candidate_counts,2,42298
frontier_per_origin_candidate_counts,2,42300
frontier_per_origin_candidate_counts,2,42306
frontier_per_origin_candidate_counts,2,42308
frontier_per_origin_candidate_counts,1,42312
frontier_per_origin_candidate_counts,2,42313
frontier_per_origin_candidate_counts,2,42316
frontier_per_origin_candidate_counts,2,42320
frontier_per_origin_candidate_counts,2,42321
frontier_per_origin_candidate_counts,1,42323
frontier_per_origin_candidate_counts,1,42324
frontier_per_origin_candidate_counts,2,42325
frontier_per_origin_candidate_counts,2,42326
frontier_per_origin_candidate_counts,1,4233
frontier_per_origin_candidate_counts,2,42330
frontier_per_origin_candidate_counts,1,42334
frontier_per_origin_candidate_counts,3,42338
frontier_per_origin_candidate_counts,2,42344
frontier_per_origin_candidate_counts,2,42348
frontier_per_origin_candidate_counts,2,42349
frontier_per_origin_candidate_counts,1,4235
frontier_per_origin_candidate_counts,3,42350
frontier_per_origin_candidate_counts,2,42353
frontier_per_origin_candidate_counts,2,42354
frontier_per_origin_candidate_counts,2,42356
frontier_per_origin_candidate_counts,1,42360
frontier_per_origin_candidate_counts,2,42363
frontier_per_origin_candidate_counts,3,42369
frontier_per_origin_candidate_counts,3,42370
frontier_per_origin_candidate_counts,1,42371
frontier_per_origin_candidate_counts,2,42374
frontier_per_origin_candidate_counts,2,42379
frontier_per_origin_candidate_counts,2,42384
frontier_per_origin_candidate_counts,2,42386
frontier_per_origin_candidate_counts,2,42391
frontier_per_origin_candidate_counts,2,42393
frontier_per_origin_candidate_counts,1,42396
frontier_per_origin_candidate_counts,3,42399
frontier_per_origin_candidate_counts,1,42401
frontier_per_origin_candidate_counts,2,42405
frontier_per_origin_candidate_counts,3,42406
frontier_per_origin_candidate_counts,2,4241
frontier_per_origin_candidate_counts,1,42412
frontier_per_origin_candidate_counts,1,42414
frontier_per_origin_candidate_counts,2,42415
frontier_per_origin_candidate_counts,2,42417
frontier_per_origin_candidate_counts,2,42419
frontier_per_origin_candidate_counts,2,42427
frontier_per_origin_candidate_counts,2,42429
frontier_per_origin_candidate_counts,2,42430
frontier_per_origin_candidate_counts,2,42431
frontier_per_origin_candidate_counts,2,42433
frontier_per_origin_candidate_counts,2,42435
frontier_per_origin_candidate_counts,2,42437
frontier_per_origin_candidate_counts,2,42438
frontier_per_origin_candidate_counts,1,42439
frontier_per_origin_candidate_counts,1,4244
frontier_per_origin_candidate_counts,2,42440
frontier_per_origin_candidate_counts,2,42442
frontier_per_origin_candidate_counts,1,42444
frontier_per_origin_candidate_counts,1,42445
frontier_per_origin_candidate_counts,1,42446
frontier_per_origin_candidate_counts,1,42449
frontier_per_origin_candidate_counts,2,42450
frontier_per_origin_candidate_counts,2,42453
frontier_per_origin_candidate_counts,2,42455
frontier_per_origin_candidate_counts,3,42456
frontier_per_origin_candidate_counts,2,4246
frontier_per_origin_candidate_counts,2,42464
frontier_per_origin_candidate_counts,2,42466
frontier_per_origin_candidate_counts,2,42467
frontier_per_origin_candidate_counts,2,42468
frontier_per_origin_candidate_counts,1,4247
frontier_per_origin_candidate_counts,1,42472
frontier_per_origin_candidate_counts,2,42478
frontier_per_origin_candidate_counts,2,42479
frontier_per_origin_candidate_counts,2,42487
frontier_per_origin_candidate_counts,2,42488
frontier_per_origin_candidate_counts,2,42492
frontier_per_origin_candidate_counts,1,42494
frontier_per_origin_candidate_counts,1,42496
frontier_per_origin_candidate_counts,3,42498
frontier_per_origin_candidate_counts,2,42512
frontier_per_origin_candidate_counts,2,42513
frontier_per_origin_candidate_counts,4,42514
frontier_per_origin_candidate_counts,1,42515
frontier_per_origin_candidate_counts,1,42516
frontier_per_origin_candidate_counts,1,42519
frontier_per_origin_candidate_counts,1,42520
frontier_per_origin_candidate_counts,2,42523
frontier_per_origin_candidate_counts,2,42526
frontier_per_origin_candidate_counts,2,42527
frontier_per_origin_candidate_counts,2,42528
frontier_per_origin_candidate_counts,2,42530
frontier_per_origin_candidate_counts,2,42533
frontier_per_origin_candidate_counts,2,42535
frontier_per_origin_candidate_counts,2,42541
frontier_per_origin_candidate_counts,2,42543
frontier_per_origin_candidate_counts,2,42544
frontier_per_origin_candidate_counts,2,42545
frontier_per_origin_candidate_counts,2,42550
frontier_per_origin_candidate_counts,2,42554
frontier_per_origin_candidate_counts,2,42558
frontier_per_origin_candidate_counts,2,42563
frontier_per_origin_candidate_counts,2,42565
frontier_per_origin_candidate_counts,2,42566
frontier_per_origin_candidate_counts,1,42574
frontier_per_origin_candidate_counts,1,42578
frontier_per_origin_candidate_counts,2,42579
frontier_per_origin_candidate_counts,2,42581
frontier_per_origin_candidate_counts,2,42583
frontier_per_origin_candidate_counts,2,42590
frontier_per_origin_candidate_counts,1,42593
frontier_per_origin_candidate_counts,2,42594
frontier_per_origin_candidate_counts,1,4260
frontier_per_origin_candidate_counts,1,42600
frontier_per_origin_candidate_counts,2,42605
frontier_per_origin_candidate_counts,2,42606
frontier_per_origin_candidate_counts,2,42610
frontier_per_origin_candidate_counts,2,42617
frontier_per_origin_candidate_counts,2,42619
frontier_per_origin_candidate_counts,2,42620
frontier_per_origin_candidate_counts,1,42621
frontier_per_origin_candidate_counts,2,42623
frontier_per_origin_candidate_counts,3,42624
frontier_per_origin_candidate_counts,2,42627
frontier_per_origin_candidate_counts,2,42628
frontier_per_origin_candidate_counts,3,42629
frontier_per_origin_candidate_counts,2,42633
frontier_per_origin_candidate_counts,1,42635
frontier_per_origin_candidate_counts,2,42636
frontier_per_origin_candidate_counts,4,42638
frontier_per_origin_candidate_counts,1,42639
frontier_per_origin_candidate_counts,1,4264
frontier_per_origin_candidate_counts,2,42641
frontier_per_origin_candidate_counts,2,42643
frontier_per_origin_candidate_counts,2,42644
frontier_per_origin_candidate_counts,2,42647
frontier_per_origin_candidate_counts,1,42654
frontier_per_origin_candidate_counts,2,42655
frontier_per_origin_candidate_counts,1,42656
frontier_per_origin_candidate_counts,2,42658
frontier_per_origin_candidate_counts,2,42659
frontier_per_origin_candidate_counts,2,4266
frontier_per_origin_candidate_counts,3,42660
frontier_per_origin_candidate_counts,1,42661
frontier_per_origin_candidate_counts,2,42664
frontier_per_origin_candidate_counts,1,42666
frontier_per_origin_candidate_counts,2,4267
frontier_per_origin_candidate_counts,3,42670
frontier_per_origin_candidate_counts,2,42673
frontier_per_origin_candidate_counts,2,42676
frontier_per_origin_candidate_counts,3,42679
frontier_per_origin_candidate_counts,2,42683
frontier_per_origin_candidate_counts,2,42684
frontier_per_origin_candidate_counts,2,42685
frontier_per_origin_candidate_counts,1,42687
frontier_per_origin_candidate_counts,1,42688
frontier_per_origin_candidate_counts,2,42694
frontier_per_origin_candidate_counts,2,42695
frontier_per_origin_candidate_counts,2,42699
frontier_per_origin_candidate_counts,1,42706
frontier_per_origin_candidate_counts,2,42708
frontier_per_origin_candidate_counts,3,42709
frontier_per_origin_candidate_counts,2,42714
frontier_per_origin_candidate_counts,5,42716
frontier_per_origin_candidate_counts,2,42718
frontier_per_origin_candidate_counts,2,42719
frontier_per_origin_candidate_counts,2,4272
frontier_per_origin_candidate_counts,2,42721
frontier_per_origin_candidate_counts,2,42730
frontier_per_origin_candidate_counts,2,42731
frontier_per_origin_candidate_counts,1,42732
frontier_per_origin_candidate_counts,2,42737
frontier_per_origin_candidate_counts,1,42740
frontier_per_origin_candidate_counts,2,42741
frontier_per_origin_candidate_counts,2,42742
frontier_per_origin_candidate_counts,1,42744
frontier_per_origin_candidate_counts,3,42748
frontier_per_origin_candidate_counts,3,42750
frontier_per_origin_candidate_counts,2,42751
frontier_per_origin_candidate_counts,2,42759
frontier_per_origin_candidate_counts,2,42764
frontier_per_origin_candidate_counts,1,42766
frontier_per_origin_candidate_counts,2,4277
frontier_per_origin_candidate_counts,2,42773
frontier_per_origin_candidate_counts,2,42775
frontier_per_origin_candidate_counts,3,42777
frontier_per_origin_candidate_counts,1,42778
frontier_per_origin_candidate_counts,2,42779
frontier_per_origin_candidate_counts,2,42780
frontier_per_origin_candidate_counts,3,42782
frontier_per_origin_candidate_counts,2,42786
frontier_per_origin_candidate_counts,2,42789
frontier_per_origin_candidate_counts,2,42790
frontier_per_origin_candidate_counts,1,42794
frontier_per_origin_candidate_counts,1,42795
frontier_per_origin_candidate_counts,1,42801
frontier_per_origin_candidate_counts,2,42802
frontier_per_origin_candidate_counts,2,42809
frontier_per_origin_candidate_counts,2,42810
frontier_per_origin_candidate_counts,2,42812
frontier_per_origin_candidate_counts,2,42814
frontier_per_origin_candidate_counts,3,42815
frontier_per_origin_candidate_counts,2,42816
frontier_per_origin_candidate_counts,2,42817
frontier_per_origin_candidate_counts,2,42821
frontier_per_origin_candidate_counts,2,42828
frontier_per_origin_candidate_counts,2,42832
frontier_per_origin_candidate_counts,2,42836
frontier_per_origin_candidate_counts,1,4284
frontier_per_origin_candidate_counts,2,42842
frontier_per_origin_candidate_counts,2,42844
frontier_per_origin_candidate_counts,2,42847
frontier_per_origin_candidate_counts,2,42849
frontier_per_origin_candidate_counts,2,42855
frontier_per_origin_candidate_counts,2,42856
frontier_per_origin_candidate_counts,2,42857
frontier_per_origin_candidate_counts,4,42858
frontier_per_origin_candidate_counts,2,42859
frontier_per_origin_candidate_counts,2,4286
frontier_per_origin_candidate_counts,2,42860
frontier_per_origin_candidate_counts,3,42862
frontier_per_origin_candidate_counts,2,42867
frontier_per_origin_candidate_counts,1,42869
frontier_per_origin_candidate_counts,3,42870
frontier_per_origin_candidate_counts,2,42871
frontier_per_origin_candidate_counts,2,42872
frontier_per_origin_candidate_counts,2,42874
frontier_per_origin_candidate_counts,1,42876
frontier_per_origin_candidate_counts,1,42877
frontier_per_origin_candidate_counts,2,42892
frontier_per_origin_candidate_counts,2,42895
frontier_per_origin_candidate_counts,2,42900
frontier_per_origin_candidate_counts,1,42901
frontier_per_origin_candidate_counts,2,42905
frontier_per_origin_candidate_counts,1,42907
frontier_per_origin_candidate_counts,2,42910
frontier_per_origin_candidate_counts,2,42912
frontier_per_origin_candidate_counts,2,42913
frontier_per_origin_candidate_counts,1,42915
frontier_per_origin_candidate_counts,2,42918
frontier_per_origin_candidate_counts,1,42920
frontier_per_origin_candidate_counts,1,42921
frontier_per_origin_candidate_counts,4,42925
frontier_per_origin_candidate_counts,1,4293
frontier_per_origin_candidate_counts,2,42931
frontier_per_origin_candidate_counts,3,42934
frontier_per_origin_candidate_counts,2,42939
frontier_per_origin_candidate_counts,2,42944
frontier_per_origin_candidate_counts,2,42947
frontier_per_origin_candidate_counts,1,42948
frontier_per_origin_candidate_counts,1,4295
frontier_per_origin_candidate_counts,2,42950
frontier_per_origin_candidate_counts,1,42952
frontier_per_origin_candidate_counts,1,42955
frontier_per_origin_candidate_counts,2,42962
frontier_per_origin_candidate_counts,1,42965
frontier_per_origin_candidate_counts,2,42970
frontier_per_origin_candidate_counts,2,42971
frontier_per_origin_candidate_counts,2,42975
frontier_per_origin_candidate_counts,1,42978
frontier_per_origin_candidate_counts,2,42982
frontier_per_origin_candidate_counts,2,42983
frontier_per_origin_candidate_counts,2,42986
frontier_per_origin_candidate_counts,2,42990
frontier_per_origin_candidate_counts,2,42991
frontier_per_origin_candidate_counts,3,42992
frontier_per_origin_candidate_counts,2,42994
frontier_per_origin_candidate_counts,1,42998
frontier_per_origin_candidate_counts,1,43002
frontier_per_origin_candidate_counts,2,43005
frontier_per_origin_candidate_counts,2,43006
frontier_per_origin_candidate_counts,2,43007
frontier_per_origin_candidate_counts,2,43008
frontier_per_origin_candidate_counts,2,43017
frontier_per_origin_candidate_counts,1,4302
frontier_per_origin_candidate_counts,2,43021
frontier_per_origin_candidate_counts,2,43023
frontier_per_origin_candidate_counts,1,43026
frontier_per_origin_candidate_counts,2,4303
frontier_per_origin_candidate_counts,2,43030
frontier_per_origin_candidate_counts,2,43031
frontier_per_origin_candidate_counts,2,43032
frontier_per_origin_candidate_counts,2,43033
frontier_per_origin_candidate_counts,1,43038
frontier_per_origin_candidate_counts,1,43041
frontier_per_origin_candidate_counts,2,43045
frontier_per_origin_candidate_counts,2,43051
frontier_per_origin_candidate_counts,2,43052
frontier_per_origin_candidate_counts,2,43053
frontier_per_origin_candidate_counts,2,43054
frontier_per_origin_candidate_counts,2,43063
frontier_per_origin_candidate_counts,2,43066
frontier_per_origin_candidate_counts,2,43068
frontier_per_origin_candidate_counts,1,43075
frontier_per_origin_candidate_counts,2,43077
frontier_per_origin_candidate_counts,2,43080
frontier_per_origin_candidate_counts,1,43081
frontier_per_origin_candidate_counts,2,43083
frontier_per_origin_candidate_counts,2,43088
frontier_per_origin_candidate_counts,2,43090
frontier_per_origin_candidate_counts,3,43093
frontier_per_origin_candidate_counts,1,43094
frontier_per_origin_candidate_counts,1,43096
frontier_per_origin_candidate_counts,2,43101
frontier_per_origin_candidate_counts,1,43102
frontier_per_origin_candidate_counts,1,43107
frontier_per_origin_candidate_counts,2,43110
frontier_per_origin_candidate_counts,2,43113
frontier_per_origin_candidate_counts,3,43116
frontier_per_origin_candidate_counts,2,43117
frontier_per_origin_candidate_counts,2,43118
frontier_per_origin_candidate_counts,1,43124
frontier_per_origin_candidate_counts,2,43125
frontier_per_origin_candidate_counts,2,43130
frontier_per_origin_candidate_counts,2,43134
frontier_per_origin_candidate_counts,1,43136
frontier_per_origin_candidate_counts,2,43137
frontier_per_origin_candidate_counts,2,43138
frontier_per_origin_candidate_counts,2,43140
frontier_per_origin_candidate_counts,2,43142
frontier_per_origin_candidate_counts,3,43143
frontier_per_origin_candidate_counts,1,43144
frontier_per_origin_candidate_counts,1,43145
frontier_per_origin_candidate_counts,2,43146
frontier_per_origin_candidate_counts,2,43147
frontier_per_origin_candidate_counts,2,43148
frontier_per_origin_candidate_counts,2,43149
frontier_per_origin_candidate_counts,2,43159
frontier_per_origin_candidate_counts,2,4316
frontier_per_origin_candidate_counts,1,43160
frontier_per_origin_candidate_counts,1,43162
frontier_per_origin_candidate_counts,2,43170
frontier_per_origin_candidate_counts,2,43182
frontier_per_origin_candidate_counts,2,43184
frontier_per_origin_candidate_counts,2,43187
frontier_per_origin_candidate_counts,1,43188
frontier_per_origin_candidate_counts,1,43190
frontier_per_origin_candidate_counts,2,43192
frontier_per_origin_candidate_counts,2,43194
frontier_per_origin_candidate_counts,2,43195
frontier_per_origin_candidate_counts,2,43197
frontier_per_origin_candidate_counts,1,432
frontier_per_origin_candidate_counts,2,4320
frontier_per_origin_candidate_counts,2,43202
frontier_per_origin_candidate_counts,2,43203
frontier_per_origin_candidate_counts,2,43206
frontier_per_origin_candidate_counts,2,43214
frontier_per_origin_candidate_counts,2,43217
frontier_per_origin_candidate_counts,1,4322
frontier_per_origin_candidate_counts,4,43227
frontier_per_origin_candidate_counts,1,43230
frontier_per_origin_candidate_counts,2,43233
frontier_per_origin_candidate_counts,2,43234
frontier_per_origin_candidate_counts,1,43235
frontier_per_origin_candidate_counts,2,43237
frontier_per_origin_candidate_counts,2,43239
frontier_per_origin_candidate_counts,2,43241
frontier_per_origin_candidate_counts,1,43246
frontier_per_origin_candidate_counts,3,43249
frontier_per_origin_candidate_counts,2,43253
frontier_per_origin_candidate_counts,2,43258
frontier_per_origin_candidate_counts,2,43261
frontier_per_origin_candidate_counts,2,43264
frontier_per_origin_candidate_counts,2,43265
frontier_per_origin_candidate_counts,1,4327
frontier_per_origin_candidate_counts,2,43271
frontier_per_origin_candidate_counts,2,43272
frontier_per_origin_candidate_counts,2,43273
frontier_per_origin_candidate_counts,1,43278
frontier_per_origin_candidate_counts,1,43288
frontier_per_origin_candidate_counts,2,43289
frontier_per_origin_candidate_counts,1,43290
frontier_per_origin_candidate_counts,2,43297
frontier_per_origin_candidate_counts,1,433
frontier_per_origin_candidate_counts,2,43301
frontier_per_origin_candidate_counts,2,43314
frontier_per_origin_candidate_counts,3,43317
frontier_per_origin_candidate_counts,2,43319
frontier_per_origin_candidate_counts,2,43323
frontier_per_origin_candidate_counts,2,43331
frontier_per_origin_candidate_counts,3,43332
frontier_per_origin_candidate_counts,2,43333
frontier_per_origin_candidate_counts,1,43334
frontier_per_origin_candidate_counts,1,43335
frontier_per_origin_candidate_counts,2,43336
frontier_per_origin_candidate_counts,2,4334
frontier_per_origin_candidate_counts,1,43347
frontier_per_origin_candidate_counts,3,43350
frontier_per_origin_candidate_counts,1,43359
frontier_per_origin_candidate_counts,2,43360
frontier_per_origin_candidate_counts,2,43362
frontier_per_origin_candidate_counts,2,43364
frontier_per_origin_candidate_counts,2,43366
frontier_per_origin_candidate_counts,2,43370
frontier_per_origin_candidate_counts,1,43371
frontier_per_origin_candidate_counts,2,43372
frontier_per_origin_candidate_counts,2,43373
frontier_per_origin_candidate_counts,2,43376
frontier_per_origin_candidate_counts,2,43377
frontier_per_origin_candidate_counts,2,43379
frontier_per_origin_candidate_counts,2,43383
frontier_per_origin_candidate_counts,1,43384
frontier_per_origin_candidate_counts,2,43387
frontier_per_origin_candidate_counts,2,43388
frontier_per_origin_candidate_counts,2,43389
frontier_per_origin_candidate_counts,1,4339
frontier_per_origin_candidate_counts,2,43390
frontier_per_origin_candidate_counts,1,43393
frontier_per_origin_candidate_counts,2,43396
frontier_per_origin_candidate_counts,2,43405
frontier_per_origin_candidate_counts,2,43406
frontier_per_origin_candidate_counts,2,43409
frontier_per_origin_candidate_counts,2,43413
frontier_per_origin_candidate_counts,2,43418
frontier_per_origin_candidate_counts,1,43419
frontier_per_origin_candidate_counts,2,43420
frontier_per_origin_candidate_counts,2,43422
frontier_per_origin_candidate_counts,1,43423
frontier_per_origin_candidate_counts,2,43424
frontier_per_origin_candidate_counts,1,43425
frontier_per_origin_candidate_counts,1,43429
frontier_per_origin_candidate_counts,2,43432
frontier_per_origin_candidate_counts,3,43435
frontier_per_origin_candidate_counts,2,43437
frontier_per_origin_candidate_counts,3,43440
frontier_per_origin_candidate_counts,4,43441
frontier_per_origin_candidate_counts,2,43442
frontier_per_origin_candidate_counts,2,43444
frontier_per_origin_candidate_counts,1,43445
frontier_per_origin_candidate_counts,3,43446
frontier_per_origin_candidate_counts,2,43448
frontier_per_origin_candidate_counts,1,43458
frontier_per_origin_candidate_counts,2,43469
frontier_per_origin_candidate_counts,2,43471
frontier_per_origin_candidate_counts,1,43477
frontier_per_origin_candidate_counts,2,43479
frontier_per_origin_candidate_counts,1,4348
frontier_per_origin_candidate_counts,1,43485
frontier_per_origin_candidate_counts,2,43486
frontier_per_origin_candidate_counts,2,43488
frontier_per_origin_candidate_counts,1,4349
frontier_per_origin_candidate_counts,2,43496
frontier_per_origin_candidate_counts,2,43497
frontier_per_origin_candidate_counts,2,43501
frontier_per_origin_candidate_counts,2,43504
frontier_per_origin_candidate_counts,2,43505
frontier_per_origin_candidate_counts,2,43509
frontier_per_origin_candidate_counts,1,43510
frontier_per_origin_candidate_counts,2,43512
frontier_per_origin_candidate_counts,2,43514
frontier_per_origin_candidate_counts,1,43517
frontier_per_origin_candidate_counts,3,43518
frontier_per_origin_candidate_counts,2,43519
frontier_per_origin_candidate_counts,2,43521
frontier_per_origin_candidate_counts,2,43524
frontier_per_origin_candidate_counts,2,43528
frontier_per_origin_candidate_counts,1,43531
frontier_per_origin_candidate_counts,2,43532
frontier_per_origin_candidate_counts,2,43535
frontier_per_origin_candidate_counts,2,43537
frontier_per_origin_candidate_counts,1,43540
frontier_per_origin_candidate_counts,2,43543
frontier_per_origin_candidate_counts,2,43544
frontier_per_origin_candidate_counts,2,43545
frontier_per_origin_candidate_counts,1,43549
frontier_per_origin_candidate_counts,1,4355
frontier_per_origin_candidate_counts,2,43552
frontier_per_origin_candidate_counts,1,43553
frontier_per_origin_candidate_counts,1,43555
frontier_per_origin_candidate_counts,1,43557
frontier_per_origin_candidate_counts,2,43561
frontier_per_origin_candidate_counts,2,43564
frontier_per_origin_candidate_counts,1,43567
frontier_per_origin_candidate_counts,3,43576
frontier_per_origin_candidate_counts,1,43580
frontier_per_origin_candidate_counts,1,43582
frontier_per_origin_candidate_counts,3,43587
frontier_per_origin_candidate_counts,1,43589
frontier_per_origin_candidate_counts,2,4359
frontier_per_origin_candidate_counts,2,43591
frontier_per_origin_candidate_counts,2,43603
frontier_per_origin_candidate_counts,2,43610
frontier_per_origin_candidate_counts,2,43611
frontier_per_origin_candidate_counts,3,43613
frontier_per_origin_candidate_counts,2,43614
frontier_per_origin_candidate_counts,2,43617
frontier_per_origin_candidate_counts,1,43621
frontier_per_origin_candidate_counts,2,43622
frontier_per_origin_candidate_counts,2,43628
frontier_per_origin_candidate_counts,1,43632
frontier_per_origin_candidate_counts,1,43635
frontier_per_origin_candidate_counts,1,43638
frontier_per_origin_candidate_counts,2,43639
frontier_per_origin_candidate_counts,2,43641
frontier_per_origin_candidate_counts,2,43643
frontier_per_origin_candidate_counts,2,43644
frontier_per_origin_candidate_counts,1,43646
frontier_per_origin_candidate_counts,2,43647
frontier_per_origin_candidate_counts,2,43651
frontier_per_origin_candidate_counts,1,43652
frontier_per_origin_candidate_counts,2,43653
frontier_per_origin_candidate_counts,1,43656
frontier_per_origin_candidate_counts,2,43657
frontier_per_origin_candidate_counts,2,43658
frontier_per_origin_candidate_counts,2,43659
frontier_per_origin_candidate_counts,2,43664
frontier_per_origin_candidate_counts,2,4367
frontier_per_origin_candidate_counts,2,43672
frontier_per_origin_candidate_counts,2,43674
frontier_per_origin_candidate_counts,1,43676
frontier_per_origin_candidate_counts,1,43677
frontier_per_origin_candidate_counts,1,4368
frontier_per_origin_candidate_counts,1,43680
frontier_per_origin_candidate_counts,2,43682
frontier_per_origin_candidate_counts,2,43683
frontier_per_origin_candidate_counts,1,43688
frontier_per_origin_candidate_counts,2,4369
frontier_per_origin_candidate_counts,2,43690
frontier_per_origin_candidate_counts,3,43691
frontier_per_origin_candidate_counts,2,43692
frontier_per_origin_candidate_counts,2,43693
frontier_per_origin_candidate_counts,2,43699
frontier_per_origin_candidate_counts,2,4370
frontier_per_origin_candidate_counts,2,43702
frontier_per_origin_candidate_counts,2,43703
frontier_per_origin_candidate_counts,2,43706
frontier_per_origin_candidate_counts,1,43714
frontier_per_origin_candidate_counts,2,43719
frontier_per_origin_candidate_counts,1,4372
frontier_per_origin_candidate_counts,1,43721
frontier_per_origin_candidate_counts,2,43723
frontier_per_origin_candidate_counts,2,43725
frontier_per_origin_candidate_counts,1,43726
frontier_per_origin_candidate_counts,2,43731
frontier_per_origin_candidate_counts,3,43740
frontier_per_origin_candidate_counts,2,43744
frontier_per_origin_candidate_counts,2,43747
frontier_per_origin_candidate_counts,1,43749
frontier_per_origin_candidate_counts,1,43750
frontier_per_origin_candidate_counts,2,43752
frontier_per_origin_candidate_counts,2,43754
frontier_per_origin_candidate_counts,2,43755
frontier_per_origin_candidate_counts,1,43756
frontier_per_origin_candidate_counts,2,43759
frontier_per_origin_candidate_counts,1,43760
frontier_per_origin_candidate_counts,1,43762
frontier_per_origin_candidate_counts,1,43764
frontier_per_origin_candidate_counts,2,43766
frontier_per_origin_candidate_counts,4,43767
frontier_per_origin_candidate_counts,2,43769
frontier_per_origin_candidate_counts,2,4377
frontier_per_origin_candidate_counts,1,43770
frontier_per_origin_candidate_counts,2,43775
frontier_per_origin_candidate_counts,1,43778
frontier_per_origin_candidate_counts,2,43780
frontier_per_origin_candidate_counts,2,43782
frontier_per_origin_candidate_counts,2,43783
frontier_per_origin_candidate_counts,2,43784
frontier_per_origin_candidate_counts,1,43787
frontier_per_origin_candidate_counts,2,43792
frontier_per_origin_candidate_counts,2,43793
frontier_per_origin_candidate_counts,2,43794
frontier_per_origin_candidate_counts,2,43795
frontier_per_origin_candidate_counts,1,43797
frontier_per_origin_candidate_counts,2,43804
frontier_per_origin_candidate_counts,2,43805
frontier_per_origin_candidate_counts,2,43807
frontier_per_origin_candidate_counts,2,43815
frontier_per_origin_candidate_counts,1,43817
frontier_per_origin_candidate_counts,2,43822
frontier_per_origin_candidate_counts,2,43825
frontier_per_origin_candidate_counts,2,43826
frontier_per_origin_candidate_counts,2,43828
frontier_per_origin_candidate_counts,1,43834
frontier_per_origin_candidate_counts,2,43835
