analysis_dir,command,current_detail,current_stage,dataset_hash,hashes_dir,kind,manifest_version,normalized_dir,oracle_id,oracle_root,params_path,python_commit,retention,run_id,run_root,stage_count,stage_metrics.edges.completed_at,stage_metrics.edges.elapsed_seconds,stage_metrics.edges.peak_memory_bytes,stage_metrics.edges.status,stage_metrics.energy.completed_at,stage_metrics.energy.elapsed_seconds,stage_metrics.energy.peak_memory_bytes,stage_metrics.energy.status,stage_metrics.network.completed_at,stage_metrics.network.elapsed_seconds,stage_metrics.network.peak_memory_bytes,stage_metrics.network.status,stage_metrics.vertices.completed_at,stage_metrics.vertices.elapsed_seconds,stage_metrics.vertices.peak_memory_bytes,stage_metrics.vertices.status,status,timestamps.completed_at,timestamps.created_at,timestamps.updated_at
D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_experiment_evaluation\03_Analysis,capture-candidates,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1663),edges,test-hash,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_experiment_evaluation\03_Analysis\hashes,parity_run,1,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_experiment_evaluation\03_Analysis\normalized,180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\workspace\oracles\180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_experiment_evaluation\99_Metadata\validated_params.json,e32942d8af24d5566eb7275f9a20e93e8ce8a89e,disposable,0f9f3c330707,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_experiment_evaluation,1,2026-05-11T18:54:14Z,294.0,1397067776,completed,2026-05-11T18:49:20Z,0.0,420388864,completed,2026-05-11T18:54:19Z,5.0,820736000,failed,2026-05-11T18:49:20Z,0.0,422608896,completed,failed,2026-05-11T18:54:19Z,2026-05-11T18:49:20Z,2026-05-11T19:00:42Z
