edge_id,end_vertex,length,n_points,start_vertex
162,-1,1.4999864030168357,2,2743
163,-1,2.3811112789662596,2,2761
164,-1,2.3810998280975353,2,2761
165,-1,1.5000033384045146,2,2785
166,-1,1.5000053150485166,2,2815
167,-1,1.5000014678412696,2,2827
168,-1,0.7500026738223455,2,2827
169,-1,0.7500056463158802,2,2862
170,2166,3.6075486830011823,3,2863
171,-1,1.500003113563356,2,2886
172,-1,1.5000000144549024,2,2886
173,-1,1.4999963202432847,2,2918
174,-1,1.5000052658707959,2,2918
175,-1,1.500006990260855,2,2926
176,2225,3.0356078646115567,3,2957
177,2687,3.2547624694966517,3,2998
178,-1,1.4999946176443542,2,3001
179,-1,1.499989816748585,2,3022
180,-1,0.7500005359759502,2,3048
181,2460,4.209002020450808,3,3053
182,-1,1.5000003577054362,2,3055
183,-1,1.5000055464231312,2,3063
184,-1,0.749997556244388,2,3069
185,2499,3.755700583277658,3,3080
186,-1,3.7797636026377255,2,3083
187,-1,1.4999958547162977,2,3084
188,-1,1.4999913067770672,2,3086
189,2523,3.6288368664609916,3,3095
190,-1,0.7499992229661294,2,3102
191,-1,0.7499965897994196,2,3102
192,-1,2.381101770656063,2,3127
193,2999,3.4156798441439493,3,3150
194,-1,0.749990308635904,2,3155
195,-1,1.4999983735994622,2,3158
196,-1,1.5000067431483346,2,3158
197,-1,0.7499989665804762,2,3167
198,1842,7.817459879655132,3,3177
199,-1,1.4999910872164817,2,3183
200,-1,1.4999952136152117,2,3190
201,-1,1.4999968522816156,2,3210
202,-1,1.4999950655344425,2,3228
203,2218,3.47364101194665,3,3319
204,-1,1.50000440266579,2,3351
205,3160,3.8242027450909015,3,3357
206,-1,1.5000053994541742,2,3359
207,2957,3.326047823067988,3,3361
208,-1,1.499996933559081,2,3363
209,-1,2.3811011872719714,2,3421
210,-1,1.500004566345243,2,3422
211,-1,1.499990531213498,2,3429
212,-1,1.4999942547376448,2,3432
213,2858,3.6359539160669985,3,3435
214,2952,3.3970559909433042,3,3497
215,-1,1.499994300624859,2,3500
216,2525,3.8072776399349086,3,3536
217,-1,1.5000091998866203,2,3552
218,-1,1.499999852540585,2,3560
219,-1,1.5000013170447628,2,3560
220,-1,1.499998823428686,2,3568
221,-1,0.7500075942762656,2,3581
222,1144,3.59167887123684,3,3583
223,3311,3.4222932374501682,3,3591
224,-1,1.500006642177896,2,3618
225,-1,0.749993833998328,2,3619
226,-1,1.5000030830626045,2,3619
227,-1,1.4999946452736894,2,3619
228,-1,1.4999990873812095,2,3621
229,-1,1.499993934754321,2,3626
230,-1,1.4999917366624753,2,3638
231,-1,1.500012142845019,2,3638
232,3006,3.0987197801117237,3,3657
233,3474,3.0303432802422625,3,3680
234,-1,1.5000113949988594,2,3712
235,-1,1.4999951885470322,2,3733
236,-1,1.4999989122924486,2,3767
237,-1,2.381102257271795,2,3768
238,-1,1.5000007866569285,2,3769
239,-1,3.7797684192733505,2,3799
240,-1,1.5000030305982066,2,3821
241,1995,4.104833807817838,3,3846
242,-1,1.4999977481379345,2,3846
243,-1,1.5000006060405353,2,3875
244,-1,1.5000010831908215,2,3875
245,-1,3.7797624493011157,2,3892
246,-1,2.3810950563462008,2,3895
247,-1,2.3811026061604967,2,3895
248,-1,1.4999904131094037,2,3898
249,-1,1.499992148619707,2,3909
250,-1,1.5000012319064298,2,3909
251,-1,1.4999959863823848,2,3918
252,-1,2.381102349167874,2,3961
253,-1,0.7500121058540055,2,3965
254,-1,1.4999916252911998,2,3965
255,-1,1.5000127154484375,2,4011
256,-1,1.49999912618634,2,4024
257,-1,1.4999957756700737,2,4058
258,-1,1.4999998533360899,2,4059
259,-1,3.7797635218024404,2,4066
260,784,3.566072120010704,3,4100
261,-1,1.5000071359318132,2,4100
262,-1,2.3810973363278904,2,4108
263,3948,5.259949734752022,3,4108
264,-1,1.5000076557624673,2,4109
265,-1,1.499990131130263,2,4120
266,-1,1.4999999436743858,2,4155
267,1306,3.5288307234249063,3,4166
268,-1,1.4999976916376123,2,4190
269,-1,1.5000091384973158,2,4199
270,-1,1.499993219180228,2,4233
271,-1,1.4999982411186763,2,4233
272,3633,3.2724406914127426,3,4239
273,3644,3.6224524788401995,3,4276
274,-1,1.4999923573146519,2,4296
275,-1,1.5000100701243662,2,4303
276,-1,1.499993349798804,2,4303
277,-1,1.5000134618969676,2,4316
278,-1,1.4999982031090289,2,4351
279,-1,1.4999964421107148,2,4370
280,-1,1.4999943981618638,2,4386
281,-1,1.4999851003170102,2,4448
282,-1,1.500020020992837,2,4467
283,-1,1.5000127363751266,2,4480
284,4370,3.2230411360168825,3,4506
285,-1,1.500001462990636,2,4513
286,-1,1.5000023426624969,2,4524
287,4177,3.2342097818737336,3,4525
288,-1,1.5000123906524077,2,4540
289,4260,4.100466470149476,3,4591
290,-1,0.7499919480910436,2,4591
291,-1,1.4999942012834038,2,4592
292,-1,1.500011810675953,2,4596
293,-1,1.5000020254894144,2,4602
294,-1,1.499984154723868,2,4639
295,-1,1.5000039218718448,2,4670
296,-1,0.7500011425767084,2,4689
297,4233,3.6537690589316822,3,4691
298,-1,1.5000034136474483,2,4720
299,-1,1.499993906964901,2,4729
300,4270,3.3482325688435632,3,4736
301,2917,3.2099367446769094,3,4740
302,4362,3.1492831711645373,3,4748
303,-1,1.5000077116415356,2,4753
304,-1,0.7499980172116176,2,4760
305,-1,1.4999958472656965,2,4763
306,-1,1.4999913619000405,2,4814
307,-1,1.4999999837212574,2,4832
308,-1,2.3810972268224795,2,4877
309,-1,1.4999876416865767,2,4890
310,-1,1.50000003996926,2,4895
311,-1,0.7499922420816351,2,4896
312,-1,1.4999910747987735,2,4897
313,-1,1.5000079265430994,2,4922
314,-1,1.5000000233606745,2,4923
315,-1,1.4999968387774099,2,4923
316,-1,3.779773446186772,2,4924
317,-1,1.4999911682614275,2,4941
318,-1,1.5000081317434082,2,4963
319,-1,1.5000133818815524,2,4999
320,-1,1.5000008050505396,2,5007
321,-1,1.500011773190514,2,5009
322,-1,1.500007536320952,2,5010
323,4878,3.796837074154576,3,5017
324,-1,1.4999903322972492,2,5048
325,2165,3.6886545051901676,3,5049
326,-1,1.4999967981095712,2,5078
327,-1,1.4999872294176637,2,5078
328,-1,2.3810970792924917,2,5092
329,-1,2.3810952005198094,2,5142
330,4983,3.7590446398605586,3,5146
331,5034,3.3794676679784583,3,5159
332,-1,1.499995969720397,2,5192
333,-1,1.4999985431003449,2,5207
334,-1,3.7797625698663038,2,5208
335,-1,1.4999931839644336,2,5240
336,-1,1.5000000892565948,2,5247
337,4541,3.095195367647295,3,5248
338,-1,1.5000019595984297,2,5263
339,-1,1.50000311560062,2,5291
340,-1,1.4999957370637333,2,5297
341,-1,3.779764038021275,2,5310
342,-1,1.5000061006161192,2,5314
343,4814,3.7614831468283247,3,5324
344,-1,0.7499989193545941,2,5324
345,-1,1.5000031492057726,2,5326
346,-1,1.5000002828892054,2,5331
347,-1,1.5000002828892054,2,5331
348,-1,1.5000008664595876,2,5331
349,-1,1.5000051930650893,2,5341
350,-1,1.500007264007455,2,5343
351,-1,1.4999844216863998,2,5345
352,-1,1.5000000965665063,2,5345
353,-1,1.500005968989725,2,5371
354,-1,2.3810964209077254,2,5379
355,-1,1.49999553261358,2,5380
356,-1,1.4999984360417968,2,5401
357,-1,2.381097838454576,2,5421
358,5206,5.199502881953368,3,5423
359,-1,1.1905501211496003,2,5423
360,-1,1.5000060499368544,2,5441
361,4976,3.1402715681898963,3,5458
362,-1,1.5000005424953016,2,5459
363,-1,2.3811067354592557,2,5460
364,5026,3.186883358431184,3,5488
365,4154,3.8906839378118896,3,5506
366,-1,1.499990965877036,2,5510
367,-1,1.4999999029872286,2,5515
368,5133,3.2114465752956063,3,5534
369,-1,1.4999862664216137,2,5540
370,5079,3.569338961740585,3,5550
371,4734,3.0452397739170687,3,5556
372,-1,3.7797625904077377,2,5558
373,-1,1.4999946334962972,2,5560
374,5236,3.4615804936595334,3,5566
375,-1,1.4999955211466367,2,5584
376,-1,1.499992628064091,2,5600
377,-1,1.4999939831008289,2,5608
378,-1,1.5000037069697072,2,5618
379,-1,0.7500035185284335,2,5618
380,5299,3.0158787318766995,3,5643
381,-1,2.3811054832069405,2,5648
382,5128,4.621020726113963,3,5687
383,-1,1.499994125360916,2,5689
384,-1,1.499996449949365,2,5695
385,-1,1.5000034535147542,2,5695
386,-1,3.779769631475763,2,5697
387,-1,3.7797676358779695,2,5697
388,5003,3.325784104455449,3,5704
389,-1,1.4999891235098797,2,5725
390,-1,1.5000086767968912,2,5727
391,-1,1.5000119267993177,2,5727
392,4717,3.2704309003477734,3,5733
393,-1,1.500005913129994,2,5775
394,-1,1.5000044206713068,2,5787
395,4777,3.034087817511775,3,5793
396,-1,1.5000036148466074,2,5806
397,-1,1.4999977949369634,2,5819
398,-1,1.499995241418629,2,5822
399,-1,1.4999969990428321,2,5824
400,-1,1.500009351837992,2,5827
401,-1,1.500000193579265,2,5836
402,-1,1.5000026414613266,2,5836
403,-1,1.4999995555650405,2,5836
404,-1,0.7499955341785437,2,5869
405,5714,3.9576292703461666,3,5869
406,-1,2.3810970844505412,2,5885
407,-1,1.4999998037540712,2,5900
408,-1,2.3810941068118616,2,5929
409,-1,1.5000051453155694,2,5951
410,-1,1.5000029280753167,2,5955
411,-1,1.4999988427536444,2,5978
412,-1,1.500001318208915,2,5978
413,-1,1.500001734761915,2,5986
414,5813,3.443271959525158,3,6039
415,-1,1.4999871631779929,2,6040
416,-1,1.500006852243018,2,6040
417,-1,0.7500005019826997,2,6042
418,-1,1.4999976538801845,2,6095
419,-1,1.499995191030567,2,6096
420,-1,3.779756880797219,2,6107
421,-1,0.7499927210966811,2,6114
422,3911,3.0442431240716497,3,6127
423,5856,3.028828618444356,3,6128
424,-1,2.3810917960536546,2,6132
425,-1,3.779763442572043,2,6150
426,-1,3.779753876348339,2,6150
427,-1,5.999988671691949,2,6187
428,-1,1.4999930219717685,2,6189
429,-1,1.5000044306247873,2,6216
430,-1,1.500006143961247,2,6227
431,-1,1.499995422620172,2,6227
432,-1,1.5000010434689717,2,6244
433,-1,1.5000070442745832,2,6254
434,5407,3.684126753242407,3,6259
435,-1,1.4999993944073735,2,6280
436,-1,1.4999989883505123,2,6282
437,-1,1.4999967548029782,2,6297
438,5794,3.4556452344621,3,6314
439,-1,1.5000053850526807,2,6367
440,-1,2.3811032467715516,2,6376
441,5924,3.9951508227807753,3,6417
442,-1,3.779766478582916,2,6435
443,-1,1.4999939076827984,2,6441
444,-1,2.381101037838521,2,6485
445,5643,3.4019689397842527,3,6516
446,-1,1.499995166117608,2,6533
447,-1,1.4999989424828437,2,6533
448,6503,3.3334710658180597,3,6539
449,-1,1.4999963058571653,2,6555
450,-1,1.499986604805209,2,6572
451,-1,1.499992472839253,2,6616
452,5927,4.236602528046723,3,6640
453,3972,3.382028760268156,3,6654
454,-1,1.5000093866350421,2,6655
455,-1,1.4999950630509076,2,6660
456,-1,2.3811103641662235,2,6668
457,-1,2.381093813071562,2,6668
458,-1,1.4999940405326169,2,6669
459,-1,1.5000100157154415,2,6702
460,-1,1.5000020281087556,2,6739
461,-1,1.4999989991577418,2,6742
462,-1,1.4999984254625434,2,6745
463,-1,1.499998612646458,2,6759
464,-1,1.5000035967634708,2,6776
465,-1,1.5000032480227676,2,6779
466,-1,1.499996602104543,2,6779
467,-1,1.5000047741459455,2,6779
468,-1,1.4999909342458322,2,6832
469,-1,1.5000044582539418,2,6843
470,-1,1.5000026907631276,2,6851
471,-1,2.381103341034048,2,6852
472,-1,1.500005876557537,2,6870
473,-1,1.4999959348490635,2,6874
474,-1,1.5000004925531458,2,6874
475,6712,3.1810759933981854,3,6875
476,-1,1.5000009184389977,2,6879
477,-1,1.500011558464123,2,6887
478,-1,2.3811027189406166,2,6900
479,-1,1.4999924916780143,2,6916
480,-1,1.4999968058900117,2,6931
481,-1,1.500000917973337,2,6942
482,-1,1.4999964695071852,2,6944
483,6703,3.4037249657663464,3,7016
484,-1,1.5000000313545263,2,7026
485,-1,1.5000092244112975,2,7069
486,-1,2.3811053839973892,2,7089
487,-1,1.4999924195632104,2,7098
488,-1,1.4999925102851563,2,7099
489,-1,1.500009074512933,2,7104
490,-1,1.500002734515807,2,7105
491,-1,1.499993279444831,2,7143
492,7003,3.9550558729057834,3,7152
493,-1,1.5000032619537709,2,7156
494,-1,1.4999927685926204,2,7159
495,7131,3.52847928844198,3,7178
496,-1,1.499997080300887,2,7181
497,-1,1.5000121326781632,2,7181
498,-1,1.5000054176010293,2,7211
499,6726,4.02185498144459,3,7215
500,-1,0.7500018385061191,2,7215
501,-1,1.4999844084149152,2,7233
502,-1,0.749998701890428,2,7264
503,-1,1.500004968153652,2,7271
504,7087,3.0734039678324243,3,7278
505,-1,1.4999950928002737,2,7300
506,-1,3.7797618983672256,2,7321
507,6595,3.613794540734796,3,7329
508,-1,1.499992068530395,2,7334
509,6612,3.4766698675139054,3,7337
510,-1,1.5000046867292285,2,7338
511,-1,1.5000003658739094,2,7340
512,-1,1.4999984045853736,2,7357
513,-1,1.499995716298091,2,7369
514,-1,1.4999972520526164,2,7384
515,-1,1.5000003967433644,2,7393
516,-1,1.4999980167969853,2,7401
517,-1,1.499996849236621,2,7401
518,6874,3.7318288746300916,3,7401
519,7253,3.3521130724746775,3,7441
520,-1,1.4999906040135496,2,7448
521,-1,1.5000128652397249,2,7451
522,-1,1.5000028986222975,2,7455
523,-1,1.5000040758501,2,7464
524,-1,1.5000018077930408,2,7477
525,-1,1.499993593760015,2,7487
526,-1,1.4999962743731092,2,7492
527,7106,3.755767200026868,3,7495
528,6880,3.7969397465415264,3,7500
529,6847,3.5649756861298227,3,7501
530,-1,2.3810931481466486,2,7527
531,-1,1.5000045202497658,2,7534
532,-1,0.7499840172477776,2,7535
533,-1,1.5000030874972916,2,7559
534,-1,0.7499978506984437,2,7561
535,-1,1.5000008825831002,2,7563
536,-1,1.4999992828814461,2,7577
537,-1,2.3810991445403675,2,7625
538,-1,1.4999971893046415,2,7626
539,-1,1.500009462770184,2,7660
540,-1,1.500006306689789,2,7660
541,-1,0.749996359295999,2,7668
542,1645,3.291628972044556,3,7668
543,-1,1.500001958725316,2,7674
544,7438,3.1686274839494546,3,7677
545,-1,1.4999962581740587,2,7693
546,-1,0.7500030202560509,2,7709
547,-1,1.5000140410190794,2,7722
548,7182,3.7787886368251375,3,7738
549,-1,1.500005262196147,2,7738
550,-1,1.4999883113128754,2,7776
551,-1,2.381099686892844,2,7801
552,-1,1.500004810798465,2,7802
553,7782,3.2426315949815034,3,7813
554,7681,3.884979312937806,3,7815
555,-1,1.500002184090516,2,7845
556,-1,0.7500021231408293,2,7866
557,-1,2.381105499147614,2,7900
558,-1,3.7797689600222144,2,7901
559,-1,5.999999939464033,2,7910
560,-1,3.7797573232038704,2,7928
561,-1,1.4999955596026122,2,7941
562,-1,1.499998928512995,2,7947
563,-1,1.5000039014604116,2,7952
564,-1,1.4999983908289483,2,7953
565,-1,1.5000004223741308,2,7957
566,-1,1.5000113122863992,2,7957
567,-1,1.4999984432158984,2,7963
568,7561,3.9516581841769343,3,7969
569,-1,1.4999978294553693,2,7983
570,7799,3.255660820826268,3,7986
571,-1,1.4999937169161042,2,8002
572,-1,1.5000002028924897,2,8019
573,-1,1.5000061957658521,2,8028
574,-1,1.4999932348575622,2,8028
575,-1,1.5000012150650268,2,8029
576,-1,1.4999962636843978,2,8030
577,7448,3.8215540145904923,3,8037
578,-1,1.5000008166244596,2,8047
579,-1,3.7797650145002173,2,8055
580,-1,1.5000001661828628,2,8065
581,-1,1.5000060975117233,2,8071
582,7804,3.3739494064393964,3,8075
583,-1,1.4999999731517162,2,8079
584,-1,1.4999931430442615,2,8100
585,-1,1.4999970245972587,2,8130
586,-1,1.500004813883461,2,8130
587,-1,1.499995295339026,2,8132
588,-1,1.500005620210768,2,8134
589,-1,2.3811020944513457,2,8162
590,-1,1.5000134966078242,2,8166
591,-1,1.500003986094128,2,8167
592,-1,2.3811041569877056,2,8189
593,-1,1.4999966367575819,2,8203
594,-1,1.499991179806015,2,8209
595,-1,0.7499947634653229,2,8212
596,7629,3.1537278755276543,3,8217
597,-1,1.5000004572211068,2,8222
598,-1,2.3811087051349378,2,8227
599,-1,2.3811017663414002,2,8227
600,-1,5.999998591127058,2,8228
601,-1,1.5000026981360848,2,8231
602,7989,3.4514757664623046,3,8232
603,-1,1.5000028530263838,2,8236
604,-1,1.4999992732771774,2,8237
605,-1,1.499991829795243,2,8245
606,-1,1.49999351831072,2,8245
607,-1,1.500002658554946,2,8247
608,-1,1.4999978939049843,2,8252
609,-1,2.3810995400230426,2,8268
610,-1,3.7797653693041102,2,8286
611,-1,1.4999982796133875,2,8293
612,2970,4.919450271687639,3,8319
613,8146,3.4288201472823596,3,8326
614,8045,3.6616486374162145,3,8330
615,-1,3.7797613516768696,2,8350
616,-1,3.779758201857083,2,8350
617,-1,1.4999877220138083,2,8357
618,-1,0.7500008025279942,2,8365
619,-1,1.4999926342292826,2,8366
620,7912,3.8314073084082834,3,8384
621,-1,1.4999979986640624,2,8386
622,7954,3.1870662414365762,3,8404
623,-1,1.4999965459146194,2,8407
624,8365,3.152273263156777,3,8413
625,-1,1.4999995107499784,2,8416
626,-1,1.500003278581723,2,8417
627,-1,2.381107185258857,2,8418
628,-1,3.7797714399035427,2,8422
629,-1,3.7797689968811383,2,8422
630,-1,1.5000004366350035,2,8423
631,-1,1.5000002686089284,2,8436
632,-1,1.499996018636052,2,8441
633,-1,2.3811043935175906,2,8484
634,-1,2.3811116758187367,2,8484
635,-1,0.7499926165844107,2,8486
636,-1,1.4999987250886573,2,8486
637,8297,3.4163361683322835,3,8515
638,-1,3.7797662538381775,2,8526
639,-1,3.7797617425859906,2,8526
640,-1,3.7797629531350645,2,8526
641,7809,3.0662208358303698,3,8534
642,-1,1.4999947321392295,2,8545
643,-1,1.5000027450756275,2,8549
644,-1,1.499994499365958,2,8553
645,-1,1.50000479863189,2,8554
646,-1,5.999996622654745,2,8559
647,-1,1.499999577334712,2,8572
648,7709,3.2252738835086014,3,8576
649,-1,1.4999950369155814,2,8581
650,-1,1.4999978011651922,2,8586
651,-1,1.4999948245539143,2,8593
652,-1,1.5000000018626451,2,8611
653,-1,1.500001852108419,2,8625
654,-1,2.381106415661466,2,8630
655,-1,1.4999960768761345,2,8636
656,-1,1.4999999562278383,2,8637
657,-1,1.4999884854133356,2,8646
658,-1,2.3810918667478114,2,8647
659,-1,0.75001362870521,2,8665
660,-1,1.4999889048026933,2,8665
661,-1,1.5000113883062418,2,8678
662,-1,2.38110349689962,2,8683
663,8381,3.3433367464145762,3,8686
664,-1,0.7499992850543628,2,8689
665,-1,0.7500024482878321,2,8689
666,-1,0.7500033400645612,2,8689
667,-1,1.5000089105757526,2,8699
668,-1,0.7499857009965685,2,8707
669,-1,1.5000093262352694,2,8707
670,-1,1.4999954394616397,2,8713
671,-1,1.4999949687541834,2,8716
672,-1,1.4999911962366306,2,8726
673,-1,0.7500044940836192,2,8731
674,-1,1.5000104034773654,2,8732
675,-1,1.4999923383194549,2,8745
676,-1,2.3811031890431047,2,8749
677,-1,0.7499983976577987,2,8751
678,-1,0.749999529565537,2,8751
679,-1,1.4999967282796298,2,8778
680,7857,3.705585423889793,3,8782
681,-1,1.500013899071319,2,8784
682,-1,1.1905534958002912,2,8795
683,-1,1.4999969242264337,2,8799
684,-1,1.5000038900517398,2,8799
685,-1,1.5000102758094425,2,8800
686,-1,1.4999992277199587,2,8804
687,-1,1.4999942081373823,2,8805
688,8778,3.0649131974399957,3,8848
689,-1,1.4999981664187554,2,8855
690,-1,2.381095699452753,2,8857
691,-1,2.381102226702473,2,8860
692,-1,1.5000035033209937,2,8907
693,-1,2.381102887322413,2,8910
694,-1,2.3811122669617295,2,8910
695,-1,2.381108249437928,2,8910
696,-1,1.5000007928587695,2,8922
697,-1,1.4999961988991084,2,8924
698,-1,3.7797684337253665,2,8936
699,-1,0.7500009965144928,2,8945
700,8580,3.692321346470363,3,8951
701,-1,3.7797623586789495,2,8953
702,-1,3.7797686483915016,2,8953
703,-1,2.3811006042421994,2,8964
704,8608,3.423347651109265,3,8975
705,-1,2.3810990185960623,2,8976
706,-1,2.3810921218640146,2,8976
707,-1,2.381094336064211,2,8976
708,-1,1.500001480957383,2,8980
709,8930,3.4370007905466275,3,8980
710,-1,1.499996135394388,2,8996
711,-1,1.4999932197235022,2,8996
712,-1,1.49998600875332,2,8998
713,-1,1.500002039051781,2,9008
714,-1,1.4999959357803887,2,9011
715,-1,1.4999945570088056,2,9042
716,8907,3.3906757878560354,3,9044
717,-1,1.4999988275420306,2,9068
718,-1,1.5000064210819852,2,9072
719,-1,1.4999990183517307,2,9072
720,-1,1.4999848032997394,2,9091
721,-1,1.4999954207781363,2,9102
722,-1,1.4999913386799006,2,9111
723,-1,6.0000084863023115,2,9115
724,-1,3.779760839393978,2,9120
725,9112,3.016887846980253,3,9152
726,-1,2.381106974305299,2,9154
727,-1,2.381100896466028,2,9154
728,-1,2.3810966924387524,2,9158
729,-1,2.3810995824607892,2,9158
730,-1,1.4999863239749642,2,9162
731,-1,3.779770573057344,2,9211
732,-1,1.500004429829285,2,9227
733,-1,3.779756284091772,2,9241
734,-1,1.4999924849562085,2,9248
735,-1,1.5000035853547966,2,9260
736,-1,2.3811077962161407,2,9273
737,-1,2.381099562513093,2,9273
738,8565,3.2472324398623584,3,9300
739,-1,1.5000016243810816,2,9312
740,-1,1.5000058864103765,2,9316
741,-1,1.4999866838325138,2,9318
742,-1,2.381098552269614,2,9334
743,-1,1.500002423687432,2,9338
744,-1,1.4999898287006392,2,9353
745,-1,2.381104421657597,2,9356
746,8999,3.2058797867073343,3,9361
747,-1,5.999998120396724,2,9366
748,-1,1.5000016624874846,2,9374
749,-1,1.4999861978341698,2,9374
750,-1,1.4999918682901185,2,9396
751,-1,1.500000099961953,2,9401
752,-1,1.4999996372158588,2,9401
753,-1,9.524388070818102,2,9414
754,-1,1.500006758980747,2,9426
755,-1,1.5000060164847315,2,9433
756,-1,1.5000016256589201,2,9435
757,9104,4.2039209771504105,3,9442
758,-1,1.5000041900518708,2,9457
759,6753,3.5435205754722423,3,9457
760,-1,3.7797584481004716,2,9472
761,-1,1.5000011057814406,2,9477
762,-1,1.5000017755654376,2,9483
763,-1,1.4999970059501548,2,9491
764,-1,1.5000034651562595,2,9512
765,9458,3.995984414475823,3,9516
766,-1,1.5000036558247014,2,9539
767,-1,2.3810917224198898,2,9545
768,-1,2.3810991668596952,2,9552
769,-1,0.749998329981544,2,9562
770,-1,3.779758346985146,2,9564
771,9336,3.343528963871428,3,9567
772,-1,3.779756152322996,2,9591
773,-1,1.5000009278310407,2,9593
774,-1,3.779768232681723,2,9602
775,-1,3.779769606189307,2,9602
776,-1,1.500005179774386,2,9612
777,-1,1.5000005899151247,2,9619
778,-1,1.4999921518065933,2,9630
779,-1,1.5000029051803478,2,9631
780,-1,1.500004030026243,2,9632
781,-1,1.5000001790467543,2,9632
782,-1,1.500000493833714,2,9632
783,-1,1.4999959902823086,2,9645
784,-1,2.3811111269175735,2,9651
785,9319,3.987030546433001,3,9656
786,9584,3.3252070534011224,3,9662
787,-1,1.5000004433870902,2,9666
788,-1,1.4999959005452554,2,9666
789,-1,1.5000026878190986,2,9667
790,-1,1.4999952705088333,2,9667
791,7980,3.830000540309711,3,9667
792,-1,1.4999895677539032,2,9689
793,9653,3.287815109888526,3,9695
794,9425,4.1501401807586875,3,9697
795,-1,1.5000003435027702,2,9713
796,-1,1.4999926052999328,2,9714
797,-1,3.7797663756583284,2,9726
798,-1,3.7797640394688576,2,9741
799,-1,1.499997631276174,2,9745
800,-1,1.5000009393355351,2,9745
801,-1,1.4999949378846167,2,9761
802,-1,1.500002905665411,2,9761
803,-1,1.499986631106818,2,9763
804,-1,1.4999936057417305,2,9763
805,-1,1.500001482714525,2,9777
806,-1,1.499997517232933,2,9777
807,-1,5.999991464597156,2,9780
808,-1,1.5000031714216497,2,9783
809,-1,1.5000014628742206,2,9783
810,-1,3.7797615296988347,2,9788
811,-1,3.7797682409360136,2,9788
812,-1,1.5000053434636262,2,9789
813,-1,3.779763683740851,2,9802
814,-1,3.779772680157608,2,9802
815,-1,1.500002336473092,2,9810
816,-1,1.5000015869728276,2,9812
817,-1,0.749997699823739,2,9814
818,-1,0.7499991970830956,2,9814
819,-1,1.4999987738357192,2,9816
820,-1,1.4999981604815669,2,9816
821,-1,6.000002236609551,2,9818
822,-1,1.4999955897154644,2,9820
823,-1,0.7499951692530532,2,9820
824,-1,6.000010935579706,2,9835
825,-1,2.381108573183438,2,9843
826,-1,2.3811079941278877,2,9843
827,-1,1.5000093402625947,2,9857
828,-1,1.4999853939293442,2,9857
829,-1,5.999995879458867,2,9879
830,-1,3.779762395754017,2,9882
831,-1,1.4999967770677598,2,9893
832,-1,1.500010471891506,2,9893
833,-1,3.7797500494478617,2,9895
834,-1,1.4999996799548436,2,9897
835,-1,2.3810960353495036,2,9907
836,9700,3.7603415167175434,3,9912
837,-1,5.999989607769844,2,9925
838,-1,5.9999895025108065,2,9925
839,-1,6.000005875963479,2,9925
840,9765,3.3260196485247193,3,9935
841,-1,3.7797616142438657,2,9949
842,9685,3.175519997533123,3,9962
843,-1,2.3811041068311325,2,9980
844,-1,1.5000092906900115,2,9983
845,-1,1.5000038290502682,2,9983
846,9621,3.3197395607838622,3,9995
847,-1,3.7797591136505333,2,10012
848,-1,3.7797666692940775,2,10014
849,-1,1.4999994985797225,2,10021
850,-1,5.999997764534366,2,10036
851,-1,1.4999943366167325,2,10048
852,-1,1.5000018489655125,2,10049
853,-1,1.4999976645516055,2,10056
854,-1,6.000011144467214,2,10057
855,-1,5.999994074166154,2,10057
856,8208,3.1210119135772185,3,10063
857,-1,2.3811042678180194,2,10068
858,-1,1.5000130461475725,2,10072
859,-1,1.4999931051703033,2,10094
860,-1,1.5000017823175182,2,10094
861,-1,1.4999994155173604,2,10094
862,-1,1.4999891867626618,2,10112
863,-1,2.381099790102609,2,10115
864,-1,2.3811108712656037,2,10115
865,-1,2.381098703197465,2,10115
866,-1,3.7797632201062967,2,10116
867,-1,3.7797632201062967,2,10116
868,-1,2.3810966873540393,2,10118
869,-1,6.000001750478732,2,10119
870,-1,1.4999994679818849,2,10120
871,-1,3.779762975557199,2,10125
872,-1,3.7797589123747044,2,10125
873,-1,3.779761564102041,2,10127
874,-1,1.49999986449741,2,10128
875,-1,3.779757016038634,2,10131
876,-1,2.38108968525381,2,10136
877,-1,2.381105574731436,2,10136
878,-1,2.3810919870915455,2,10137
879,-1,1.5000106740052699,2,10155
880,-1,2.381108783757947,2,10169
881,-1,2.3811006627651943,2,10169
882,9912,3.977126327519736,3,10172
883,-1,2.381092361530458,2,10176
884,-1,3.7797627279454464,2,10181
885,-1,3.7797743129784127,2,10181
886,-1,2.381104519901633,2,10187
887,-1,2.3811108579794253,2,10187
888,-1,2.381101005053793,2,10187
889,-1,1.500001488529222,2,10203
890,-1,2.3810954686848986,2,10206
891,-1,5.999989002118053,2,10207
892,-1,5.999997513775664,2,10207
893,-1,1.5000012327019339,2,10218
894,-1,3.779768030851987,2,10219
895,-1,1.499996358388495,2,10220
896,-1,3.779768666374732,2,10222
897,-1,1.4999875423446802,2,10224
898,-1,1.5000023542264007,2,10236
899,-1,1.500003027823647,2,10236
900,-1,2.381101605977709,2,10237
901,-1,9.524405463761418,2,10239
902,-1,3.7797539134003895,2,10241
903,-1,3.7797662573666577,2,10244
904,-1,3.7797580899310645,2,10244
905,-1,1.4999932854511608,2,10247
906,-1,2.3810996044130333,2,10250
907,-1,2.3810962382369363,2,10250
908,-1,5.999995740769316,2,10252
909,-1,1.4999986422380889,2,10269
