artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1663),final_audit_destination,D:\2P_Data\Aaron\slavv2python\workspace\runs\final_audit_destination,edges,failed
