analysis_dir,command,current_detail,current_stage,dataset_hash,hashes_dir,kind,manifest_version,normalized_dir,oracle_id,oracle_root,params_path,python_commit,retention,run_id,run_root,stage_count,status,timestamps.completed_at,timestamps.created_at,timestamps.updated_at
D:\2P_Data\Aaron\slavv2python\workspace\runs\final_audit_destination\03_Analysis,capture-candidates,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1663),edges,test-hash,D:\2P_Data\Aaron\slavv2python\workspace\runs\final_audit_destination\03_Analysis\hashes,parity_run,1,D:\2P_Data\Aaron\slavv2python\workspace\runs\final_audit_destination\03_Analysis\normalized,180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\workspace\oracles\180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\workspace\runs\final_audit_destination\99_Metadata\validated_params.json,c7bcdb1cf7463d64d5298c8e78855ed4e767b775,disposable,final_audit_destination,D:\2P_Data\Aaron\slavv2python\workspace\runs\final_audit_destination,1,failed,,2026-05-12T02:56:56Z,2026-05-12T02:56:56Z
