artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1674),candidate_fix_audit_v2_final_verification,D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v2_final_verification,edges,failed
