artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=682),trace_order_fix,D:\slavv_comparisons\experiments\live-parity\runs\trace_order_fix,edges,failed
