analysis_dir,command,current_detail,current_stage,dataset_hash,hashes_dir,kind,manifest_version,normalized_dir,oracle_id,oracle_root,params_path,python_commit,retention,run_id,run_root,stage_count,status,timestamps.completed_at,timestamps.created_at,timestamps.updated_at
D:\slavv_comparisons\experiments\live-parity\runs\trace_order_fix\03_Analysis,capture-candidates,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=682),edges,test-hash,D:\slavv_comparisons\experiments\live-parity\runs\trace_order_fix\03_Analysis\hashes,parity_run,1,D:\slavv_comparisons\experiments\live-parity\runs\trace_order_fix\03_Analysis\normalized,180709_E_batch_190910-103039,D:\slavv_comparisons\experiments\live-parity\oracles\180709_E_batch_190910-103039,D:\slavv_comparisons\experiments\live-parity\runs\trace_order_fix\99_Metadata\validated_params.json,,disposable,trace_order_fix,D:\slavv_comparisons\experiments\live-parity\runs\trace_order_fix,1,failed,,2026-05-05T15:57:45Z,2026-05-05T16:02:09Z
