artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1274),candidate_fix_audit_v1,D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v1,edges,failed
