analysis_dir,command,current_detail,current_stage,dataset_hash,hashes_dir,kind,manifest_version,normalized_dir,oracle_id,oracle_root,params_path,python_commit,retention,run_id,run_root,stage_count,status,timestamps.completed_at,timestamps.created_at,timestamps.updated_at
D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v1\03_Analysis,capture-candidates,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1274),edges,test-hash,D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v1\03_Analysis\hashes,parity_run,1,D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v1\03_Analysis\normalized,180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\workspace\oracles\180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v1\99_Metadata\validated_params.json,9f4fbf51180fd5b50e2353c71f234f56ebe70ab1,disposable,candidate_fix_audit_v1,D:\2P_Data\Aaron\slavv2python\workspace\runs\candidate_fix_audit_v1,1,failed,,2026-05-12T02:07:33Z,2026-05-12T02:07:33Z
