analysis_dir,command,current_detail,current_stage,dataset_hash,hashes_dir,kind,manifest_version,normalized_dir,oracle_id,oracle_root,params_path,python_commit,retention,run_id,run_root,stage_count,stage_metrics.edges.completed_at,stage_metrics.edges.elapsed_seconds,stage_metrics.edges.peak_memory_bytes,stage_metrics.edges.status,stage_metrics.energy.completed_at,stage_metrics.energy.elapsed_seconds,stage_metrics.energy.peak_memory_bytes,stage_metrics.energy.status,stage_metrics.network.completed_at,stage_metrics.network.elapsed_seconds,stage_metrics.network.peak_memory_bytes,stage_metrics.network.status,stage_metrics.vertices.completed_at,stage_metrics.vertices.elapsed_seconds,stage_metrics.vertices.peak_memory_bytes,stage_metrics.vertices.status,status,timestamps.completed_at,timestamps.created_at,timestamps.updated_at
D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\runs\my_current_code_trial\03_Analysis,capture-candidates,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1163),edges,test-hash,D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\runs\my_current_code_trial\03_Analysis\hashes,parity_run,1,D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\runs\my_current_code_trial\03_Analysis\normalized,180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\oracles\180709_E_batch_190910-103039,D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\runs\my_current_code_trial\99_Metadata\validated_params.json,c0b85330c5428935f9029e12b7487799d4787561,disposable,43b076cf48be,D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\runs\my_current_code_trial,1,,0.0,0,pending,,100.4135844707489,578281472,running,,0.0,0,pending,,0.0,0,pending,failed,2026-05-07T17:32:13Z,2026-05-07T17:32:13Z,2026-05-07T17:41:35Z
