artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=1163),43b076cf48be,D:\2P_Data\Aaron\slavv2python\slavv_comparisons\experiments\live-parity\runs\my_current_code_trial,edges,failed
