artifact_count,detail,run_id,run_root,stage_key,status
0,Completed edge candidate generation through MATLAB-style frontier workflow (candidates=2154),measure2_fresh_run,D:\2P_Data\Aaron\slavv2python\workspace\runs\measure2_fresh_run,edges,failed
